,Temp./°C,Time/min,dL/Lo,Certificate,Standard,Corrected,delT,EngAlpha,Fitted,Alpha
0,22.424,0.0,2.1575e-05,7.832053296175177e-05,-0.00040310379667901804,0.0005029993296407698,0.0,inf,0.0001648620623459279,1.2098298082273821e-05
0,22.924,4.4383,9.7333e-06,8.11374203678085e-05,-0.0003953668003184446,0.0004862375206862531,0.5,0.0009724750413725062,0.0001709086202653521,1.2087941888552487e-05
0,23.424,4.83919,3.7967e-06,8.395753235368973e-05,-0.00038762611298952254,0.00047538034534321227,1.0,0.00047538034534321227,0.00017695001252284077,1.2077635424998227e-05
0,23.924,5.11434,-8.2571e-07,8.678086566807353e-05,-0.00037988174147104807,0.0004658368971391216,1.5,0.00031055793142608105,0.00018298626396918288,1.2067378634433955e-05
0,24.424,5.33347,-3.9641e-06,8.960741706146632e-05,-0.00037213369253597493,0.00045777700959744125,2.0,0.00022888850479872063,0.0001890173994265774,1.2057171459682578e-05
0,24.924,5.5194,-6.6131e-06,9.243718328619602e-05,-0.00036438197295143165,0.00045020605623762765,2.5,0.00018008242249505107,0.0001950434436886377,1.2047013843567006e-05
0,25.424,5.68534,-8.4632e-06,9.527016109641198e-05,-0.00035662658947871635,0.0004434335505751283,3.0,0.00014781118352504276,0.00020106442152038797,1.203690572891015e-05
0,25.924,5.83804,-9.7243e-06,9.810634724809197e-05,-0.00034886754887329327,0.00043724959612138523,3.5,0.0001249284560346815,0.00020708035765826163,1.2026847058534922e-05
0,26.424,5.98029,-1.0512e-05,0.00010094573849903175,-0.0003411048578847928,0.0004315385963838245,4.0,0.00010788464909595613,0.0002130912768101064,1.201683777526423e-05
0,26.924,6.1153,-1.0815e-05,0.00010378833160885458,-0.00033333852325701657,0.00042631185486587114,4.5,9.473596774797137e-05,0.0002190972036551801,1.200687782192098e-05
0,27.424,6.24422,-1.0877e-05,0.00010663412333900349,-0.0003255685517279377,0.00042132567506694116,5.0,8.426513501338823e-05,0.00022509816284415132,1.199696714132809e-05
0,27.924,6.3678,-1.0261e-05,0.00010948311045275074,-0.00031779495002969005,0.0004170170604824408,5.5,7.582128372408014e-05,0.000231094178999104,1.1987105676308462e-05
0,28.424,6.48693,-9.2396e-06,0.0001123352897151866,-0.0003100177248885859,0.0004131134146037725,6.0,6.885223576729541e-05,0.00023708527671352682,1.1977293369685011e-05
0,28.924,6.60255,-7.6205e-06,0.00011519065789322713,-0.0003022368830250966,0.00040980704091832373,6.5,6.304723706435749e-05,0.00024307148055232545,1.1967530164280645e-05
0,29.424,6.71527,-5.7516e-06,0.00011804921175561246,-0.0002944524311538684,0.00040675004290948087,7.0,5.810714898706869e-05,0.0002490528150518147,1.1957816002918276e-05
0,29.924,6.82544,-3.6703e-06,0.00012091094807290502,-0.00028666437598371536,0.0004039050240566204,7.5,5.385400320754938e-05,0.0002550293047197212,1.194815082842081e-05
0,30.424,6.93376,-1.246e-06,0.00012377586361749134,-0.0002788727242176176,0.00040140258783510896,8.0,5.017532347938862e-05,0.0002610009740351832,1.193853458361116e-05
0,30.924,7.04012,1.8573e-06,0.00012664395516358198,-0.0002710774825527267,0.0003995787377163087,8.5,4.70092632607422e-05,0.00026696784744874996,1.1928967211312234e-05
0,31.424,7.14526,5.0667e-06,0.00012951521948720898,-0.00026327865768036203,0.000397860577167571,9.0,4.4206730796396776e-05,0.0002729299493823842,1.1919448654346944e-05
0,31.924,7.24942,8.6532e-06,0.00013238965336623103,-0.0002554762562860056,0.00039651910965223663,9.5,4.173885364760386e-05,0.00027888730422945696,1.1909978855538197e-05
0,32.424,7.35252,1.2935e-05,0.00013526725358032742,-0.00024767028504931766,0.0003958725386296451,10.0,3.958725386296451e-05,0.0002848399363547518,1.1900557757708906e-05
0,32.924,7.45533,1.6666e-05,0.00013814801691100498,-0.0002398607506441247,0.0003946747675551297,10.5,3.7588073100488546e-05,0.0002907878700944668,1.189118530368198e-05
0,33.424,7.55778,2.1674e-05,0.00014103194014158677,-0.00023204765973841406,0.00039475359988000084,11.0,3.5886690898181895e-05,0.0002967311297562055,1.188186143628033e-05
0,33.924,7.65973,2.5836e-05,0.00014391902005722688,-0.00022423101899435131,0.0003939860390515782,11.5,3.425965556970245e-05,0.00030266973961898865,1.1872586098326861e-05
0,34.424,7.76124,3.1209e-05,0.00014680925344490083,-0.00021641083506826475,0.0003944290885131656,12.0,3.2869090709430466e-05,0.00030860372393324426,1.186335923264449e-05
0,34.924,7.86249,3.6231e-05,0.00014970263709340563,-0.00020858711461065396,0.0003945207517040596,12.5,3.1561660136324766e-05,0.00031453310692081474,1.1854180782056123e-05
0,35.424,7.96372,4.2324e-05,0.0001525991677933632,-0.00020075986426618814,0.00039568303205955133,13.0,3.043715631227318e-05,0.00032045791277495253,1.1845050689384667e-05
0,35.924,8.06498,4.8065e-05,0.00015549884233721865,-0.00019292909067369912,0.0003964929330109178,13.5,2.9369846889697614e-05,0.0003263781656603227,1.1835968897453036e-05
0,36.424,8.16577,5.4193e-05,0.0001584016575192403,-0.00018509480046619356,0.00039768945798543387,14.0,2.840638985610242e-05,0.00033229388971299945,1.182693534908414e-05
0,36.924,8.26614,6.0481e-05,0.00016130761013552052,-0.00017725700027084595,0.0003990456104063665,14.5,2.7520386924577e-05,0.0003382051090404714,1.1817949987100889e-05
0,37.424,8.36705,6.6927e-05,0.00016421669698397662,-0.00016941569670899347,0.0004005593936929701,15.0,2.670395957953134e-05,0.0003441118477216353,1.1809012754326192e-05
0,37.924,8.46841,7.3957e-05,0.0001671289148643465,-0.00016157089639615152,0.000402656811260498,15.5,2.597785879099987e-05,0.0003500141298068034,1.1800123593582956e-05
