,Temp./�C,Time/min,dL/Lo,Certificate,Standard,Corrected,delT,EngAlpha,Fitted,Alpha
0,20.403,0.0,7.1387e-06,6.696759894521051e-05,-0.0004343389861086854,0.0005084452850538959,0.0,inf,0.0005044407482604904,-3.3378692048475605e-05
0,20.409,0.02167,7.2332e-06,6.700122558491763e-05,-0.0004342463440790024,0.00050848076966392,0.006000000000000227,0.08474679494398346,0.0005042405172870808,-3.336496645313547e-05
0,20.41,0.04333,7.137e-06,6.700683007024137e-05,-0.00043423090368856915,0.0005083747337588105,0.0070000000000014495,0.07262496196552931,0.0005042071534642332,-3.336267926126774e-05
0,20.409,0.065,6.9403e-06,6.700122558491763e-05,-0.0004342463440790024,0.00050818786966392,0.006000000000000227,0.08469797827731679,0.0005042405172870808,-3.336496645313547e-05
0,20.409,0.08667,7.1471e-06,6.700122558491763e-05,-0.0004342463440790024,0.00050839466966392,0.006000000000000227,0.08473244494398346,0.0005042405172870808,-3.336496645313547e-05
0,20.411,0.10833,6.9718e-06,6.701243456853131e-05,-0.00043421546328323464,0.0005081996978517659,0.008000000000002672,0.06352496223144953,0.0005041737919285194,-3.336039218577914e-05
0,20.412,0.13,7.203e-06,6.70180390797831e-05,-0.00043420002286300233,0.0005084210619427854,0.009000000000000341,0.056491229104751794,0.0005041404326798229,-3.335810522666658e-05
0,20.41,0.15167,6.7924e-06,6.700683007024137e-05,-0.00043423090368856915,0.0005080301337588105,0.0070000000000014495,0.07257573339410076,0.0005042071534642332,-3.336267926126774e-05
0,20.413,0.17333,6.7104e-06,6.702364360399934e-05,-0.00043418458242786527,0.0005079186260318646,0.010000000000001563,0.05079186260317852,0.0005041070757180273,-3.335581838392698e-05
0,20.409,0.195,6.6302e-06,6.700122558491763e-05,-0.0004342463440790024,0.00050787776966392,0.006000000000000227,0.08464629494398344,0.0005042405172870808,-3.336496645313547e-05
0,20.412,0.21667,6.8239e-06,6.70180390797831e-05,-0.00043420002286300233,0.0005080419619427854,0.009000000000000341,0.05644910688252957,0.0005041404326798229,-3.335810522666658e-05
0,20.418,0.23833,6.3498e-06,6.705166641953527e-05,-0.0004341073800286886,0.0005075088464482238,0.015000000000000568,0.033833923096546974,0.0005039403252084903,-3.3344385915715824e-05
0,20.411,0.26,6.9891e-06,6.701243456853131e-05,-0.00043421546328323464,0.000508216997851766,0.008000000000002672,0.06352712473144953,0.0005041737919285194,-3.336039218577914e-05
0,20.411,0.28167,6.834e-06,6.701243456853131e-05,-0.00043421546328323464,0.000508061897851766,0.008000000000002672,0.06350773723144953,0.0005041737919285194,-3.336039218577914e-05
0,20.414,0.30333,6.2524e-06,6.702924814118005e-05,-0.00043416914197783214,0.0005074507901190122,0.011000000000002785,0.046131890010807614,0.0005040737210430162,-3.335353165755727e-05
0,20.415,0.325,6.2595e-06,6.70348526913226e-05,-0.000434153701512896,0.0005074480542042186,0.012000000000000455,0.042287337850349944,0.0005040403686546734,-3.3351245047554384e-05
0,20.411,0.34667,6.8684e-06,6.701243456853131e-05,-0.00043421546328323464,0.0005080962978517659,0.008000000000002672,0.06351203723144953,0.0005041737919285194,-3.336039218577914e-05
0,20.414,0.36833,6.5453e-06,6.702924814118005e-05,-0.00043416914197783214,0.0005077436901190122,0.011000000000002785,0.04615851728353488,0.0005040737210430162,-3.335353165755727e-05
0,20.419,0.39,6.7877e-06,6.705727102153305e-05,-0.0004340919395041526,0.0005079369105256856,0.01600000000000179,0.031746056907851795,0.0005039069819656565,-3.3342099771149405e-05
0,20.416,0.41167,6.3356e-06,6.704045725442961e-05,-0.00043413826103306206,0.0005075143182874917,0.013000000000001677,0.03903956294518663,0.0005040070185528823,-3.3348958553915224e-05
0,20.417,0.43333,6.4633e-06,6.704606183050021e-05,-0.0004341228205383251,0.0005076321823688254,0.014000000000002899,0.036259441597765736,0.0005039736707375267,-3.334667217663673e-05
0,20.413,0.455,6.3314e-06,6.702364360399934e-05,-0.00043418458242786527,0.0005075396260318646,0.010000000000001563,0.05075396260317852,0.0005041070757180273,-3.335581838392698e-05
0,20.408,0.47667,6.2957e-06,6.69956211125566e-05,-0.00043426178445453434,0.000507553105567091,0.005000000000002558,0.10151062111336627,0.0005042738833971783,-3.336725376138539e-05
0,20.412,0.49833,6.0314e-06,6.70180390797831e-05,-0.00043420002286300233,0.0005072494619427854,0.009000000000000341,0.05636105132697403,0.0005041404326798229,-3.335810522666658e-05
0,20.412,0.52,5.7901e-06,6.70180390797831e-05,-0.00043420002286300233,0.0005070081619427854,0.009000000000000341,0.05633424021586291,0.0005041404326798229,-3.335810522666658e-05
0,20.408,0.54167,5.8133e-06,6.69956211125566e-05,-0.00043426178445453434,0.000507070705567091,0.005000000000002558,0.1014141411133663,0.0005042738833971783,-3.336725376138539e-05
0,20.408,0.56333,6.0889e-06,6.69956211125566e-05,-0.00043426178445453434,0.0005073463055670909,0.005000000000002558,0.10146926111336628,0.0005042738833971783,-3.336725376138539e-05
0,20.412,0.585,6.0141e-06,6.70180390797831e-05,-0.00043420002286300233,0.0005072321619427854,0.009000000000000341,0.0563591291047518,0.0005041404326798229,-3.335810522666658e-05
0,20.414,0.60667,5.9078e-06,6.702924814118005e-05,-0.00043416914197783214,0.0005071061901190122,0.011000000000002785,0.046100562738080345,0.0005040737210430162,-3.335353165755727e-05
0,20.409,0.62833,5.5103e-06,6.700122558491763e-05,-0.0004342463440790024,0.00050675786966392,0.006000000000000227,0.08445964494398348,0.0005042405172870808,-3.336496645313547e-05
0,20.411,0.65,6.0587e-06,6.701243456853131e-05,-0.00043421546328323464,0.0005072865978517659,0.008000000000002672,0.06341082473144957,0.0005041737919285194,-3.336039218577914e-05
0,20.414,0.67167,5.701e-06,6.702924814118005e-05,-0.00043416914197783214,0.0005068993901190122,0.011000000000002785,0.046081762738080345,0.0005040737210430162,-3.335353165755727e-05
0,20.405,0.69333,5.6023e-06,6.697880777325766e-05,-0.00043430810549172777,0.0005068892132649855,0.0020000000000024443,0.253444606632183,0.0005043739954521352,-3.337411638445908e-05
0,20.408,0.715,5.641e-06,6.69956211125566e-05,-0.00043426178445453434,0.000506898405567091,0.005000000000002558,0.10137968111336633,0.0005042738833971783,-3.336725376138539e-05
0,20.414,0.73667,5.6149e-06,6.702924814118005e-05,-0.00043416914197783214,0.0005068132901190122,0.011000000000002785,0.04607393546535308,0.0005040737210430162,-3.335353165755727e-05
0,20.407,0.75833,5.5305e-06,6.69900166531609e-05,-0.000434277224815165,0.0005067977414683259,0.004000000000001336,0.12669943536703915,0.0005043072517946423,-3.336954118602058e-05
0,20.407,0.78,5.3926e-06,6.69900166531609e-05,-0.000434277224815165,0.0005066598414683259,0.004000000000001336,0.12666496036703917,0.0005043072517946423,-3.336954118602058e-05
0,20.414,0.80167,5.4081e-06,6.702924814118005e-05,-0.00043416914197783214,0.0005066064901190122,0.011000000000002785,0.04605513546535308,0.0005040737210430162,-3.335353165755727e-05
0,20.411,0.82333,5.2489e-06,6.701243456853131e-05,-0.00043421546328323464,0.0005064767978517659,0.008000000000002672,0.0633095997314496,0.0005041737919285194,-3.336039218577914e-05
0,20.412,0.845,4.7908e-06,6.70180390797831e-05,-0.00043420002286300233,0.0005060088619427854,0.009000000000000341,0.05622320688252958,0.0005041404326798229,-3.335810522666658e-05
0,20.412,0.86667,5.2388e-06,6.70180390797831e-05,-0.00043420002286300233,0.0005064568619427854,0.009000000000000341,0.05627298466030736,0.0005041404326798229,-3.335810522666658e-05
0,20.412,0.88833,5.1182e-06,6.70180390797831e-05,-0.00043420002286300233,0.0005063362619427854,0.009000000000000341,0.05625958466030736,0.0005041404326798229,-3.335810522666658e-05
0,20.412,0.91,5.4455e-06,6.70180390797831e-05,-0.00043420002286300233,0.0005066635619427855,0.009000000000000341,0.05629595132697403,0.0005041404326798229,-3.335810522666658e-05
0,20.417,0.93167,5.1366e-06,6.704606183050021e-05,-0.0004341228205383251,0.0005063054823688253,0.014000000000002899,0.03616467731205146,0.0005039736707375267,-3.334667217663673e-05
0,20.417,0.95333,4.4992e-06,6.704606183050021e-05,-0.0004341228205383251,0.0005056680823688253,0.014000000000002899,0.0361191487406229,0.0005039736707375267,-3.334667217663673e-05
0,20.413,0.975,5.2804e-06,6.702364360399934e-05,-0.00043418458242786527,0.0005064886260318646,0.010000000000001563,0.050648862603178545,0.0005041070757180273,-3.335581838392698e-05
0,20.42,0.99667,4.7962e-06,6.706287563649441e-05,-0.000434076498964717,0.0005059355746012114,0.017000000000003013,0.029760916153007164,0.0005038736410089091,-3.3339813742934425e-05
0,20.415,1.01833,5.1741e-06,6.70348526913226e-05,-0.000434153701512896,0.0005063626542042186,0.012000000000000455,0.042196887850349946,0.0005040403686546734,-3.3351245047554384e-05
0,20.416,1.04,5.0951e-06,6.704045725442961e-05,-0.00043413826103306206,0.0005062738182874917,0.013000000000001677,0.03894413986826357,0.0005040070185528823,-3.3348958553915224e-05
0,20.419,1.06167,5.1682e-06,6.705727102153305e-05,-0.0004340919395041526,0.0005063174105256857,0.01600000000000179,0.03164483815785181,0.0005039069819656565,-3.3342099771149405e-05
0,20.414,1.08333,4.7362e-06,6.702924814118005e-05,-0.00043416914197783214,0.0005059345901190122,0.011000000000002785,0.04599405364717128,0.0005040737210430162,-3.335353165755727e-05
0,20.416,1.105,4.7677e-06,6.704045725442961e-05,-0.00043413826103306206,0.0005059464182874916,0.013000000000001677,0.03891895525287895,0.0005040070185528823,-3.3348958553915224e-05
