,Temp./°C,Time/min,dL/Lo,Certificate,Standard,Corrected,delT,EngAlpha,Fitted,Alpha
0,22.668,0.0,2.457e-05,7.969477097081318e-05,-0.00039932860398739917,0.0005035933749582124,0.0,inf,0.0004179112351790445,-9.361577932521935e-06
0,23.168,4.62543,4.4171e-05,8.251323237811782e-05,-0.00039158980558704447,0.0005182740379651623,0.5,0.0010365480759303245,0.00041327570218494805,-9.18074731729103e-06
0,23.668,4.97074,3.3875e-05,8.533491677837658e-05,-0.00038384731952712144,0.0005030572363054981,1.0,0.0005030572363054981,0.0004087302948928163,-9.001074515683352e-06
0,24.168,5.22375,2.4334e-05,8.815982092115742e-05,-0.00037610115258357446,0.0004885949735047319,1.5,0.0003257299823364879,0.00040427443530930763,-8.822555873818697e-06
0,24.668,5.43234,1.5547e-05,9.098794155785496e-05,-0.000368351311526521,0.00047488625308437593,2.0,0.00023744312654218797,0.0003999075472680205,-8.645187737816859e-06
0,25.168,5.61312,7.4601e-06,9.381927544168528e-05,-0.00036059780312023594,0.0004618771785619212,2.5,0.00018475087142476846,0.00039562905642949377,-8.468966453797644e-06
0,25.668,5.77394,-3.3616e-08,9.665381932769373e-05,-0.0003528406341231742,0.0004494608374508679,3.0,0.0001498202791502893,0.0003914383902812058,-8.293888367880842e-06
0,26.168,5.92247,-6.4992e-06,9.949156997274018e-05,-0.0003450798112879499,0.00043807218126069007,3.5,0.00012516348036019717,0.00038733497813757585,-8.119949826186264e-06
0,26.668,6.061,-1.214e-05,0.00010233252413551722,-0.00033731534136135534,0.00042750786549687256,4.0,0.00010687696637421814,0.00038331825113996246,-7.947147174833698e-06
0,27.168,6.19202,-1.7847e-05,0.000105176678576532,-0.00032954723108434385,0.00041687690966087587,4.5,9.263931325797241e-05,0.00037938764225666497,-7.775476759942949e-06
0,27.668,6.31714,-2.3527e-05,0.00010802403005812176,-0.0003217754871920383,0.0004062725172501601,5.0,8.125450345003202e-05,0.0003755425862829226,-7.604934927633809e-06
0,28.168,6.43769,-2.7984e-05,0.00011087457534444609,-0.0003140001164137346,0.0003968906917581807,5.5,7.216194395603285e-05,0.00037178251984091443,-7.435518024026086e-06
0,28.668,6.55401,-3.2414e-05,0.0001137283112014869,-0.0003062211254728914,0.00038753543667437824,6.0,6.458923944572971e-05,0.00036810688137975964,-7.267222395239567e-06
0,29.168,6.66725,-3.5845e-05,0.00011658523439705016,-0.0002984385210871403,0.00037917875548419043,6.5,5.833519315141391e-05,0.00036451511117551805,-7.100044387394059e-06
0,29.668,6.77788,-3.9766e-05,0.00011944534170076331,-0.00029065230996828083,0.00037033165166904414,7.0,5.2904521667006305e-05,0.0003610066513311887,-6.933980346609352e-06
0,30.168,6.88622,-4.1913e-05,0.00012230862988408132,-0.00028286249882227693,0.00036325812870635827,7.5,4.843441716084777e-05,0.00035758094577671186,-6.769026619005254e-06
0,30.668,6.9926,-4.482e-05,0.0001251750957202806,-0.00027506909434926903,0.00035542419006954964,8.0,4.4428023758693704e-05,0.00035423744026896666,-6.605179550701562e-06
0,31.168,7.09757,-4.6789e-05,0.00012804473598446078,-0.0002672721032435585,0.0003485278392280193,8.5,4.1003275203296384e-05,0.0003509755823917736,-6.442435487818072e-06
0,31.668,7.20113,-4.9147e-05,0.0001309175474535438,-0.000259471532193618,0.00034124207964716176,9.0,3.791578662746242e-05,0.000347794821555892,-6.2807907764745795e-06
0,32.168,7.30358,-5.1726e-05,0.00013379352690627566,-0.00025166738788208985,0.00033373491478836553,9.5,3.5129991030354265e-05,0.0003446946089990224,-6.120241762790891e-06
0,32.668,7.40516,-5.2441e-05,0.00013667267112323165,-0.0002438596769857842,0.00032809134810901587,10.0,3.280913481090159e-05,0.00034167439778580455,-5.960784792886798e-06
0,33.168,7.50609,-5.3054e-05,0.00013955497688680069,-0.00023604840617568075,0.00032254938306248147,10.5,3.0718988863093474e-05,0.00033873364280781893,-5.8024162128821015e-06
0,33.668,7.60651,-5.3445e-05,0.00014244044098120443,-0.0002282335821169254,0.00031722902309812984,11.0,2.8839002099829983e-05,0.000335871800783586,-5.645132368896596e-06
0,34.168,7.70674,-5.3698e-05,0.00014532906019247994,-0.00022041521146883535,0.00031204627166131526,11.5,2.713445840533176e-05,0.0003330883302585659,-5.488929607050084e-06
0,34.668,7.80672,-5.3766e-05,0.00014822083130849525,-0.00021259330088489042,0.00030704813219338566,12.0,2.5587344349448804e-05,0.0003303826916051595,-5.333804273462365e-06
0,35.168,7.9067,-5.2764e-05,0.00015111575111893642,-0.00020476785701275223,0.00030311960813168864,12.5,2.424956865053509e-05,0.0003277543470227071,-5.1797527142532325e-06
0,35.668,8.00682,-5.1996e-05,0.00015401381641531701,-0.0001969388864942346,0.0002989567029095516,13.0,2.2996669454580893e-05,0.0003252027605374898,-5.026771275542492e-06
0,36.168,8.10715,-5.1435e-05,0.00015691502399097033,-0.00018910639596533135,0.00029458641995630167,13.5,2.1821216293059384e-05,0.0003227273980027282,-4.874856303449937e-06
0,36.668,8.20722,-4.9257e-05,0.0001598193706410546,-0.00018127039205620074,0.0002918327626972553,14.0,2.0845197335518234e-05,0.0003203277270985835,-4.724004144095368e-06
0,37.168,8.30725,-4.723e-05,0.00016272685316255468,-0.00017343088139117058,0.00028892773455372527,14.5,1.9926050658877604e-05,0.0003180032173321566,-4.5742111435985775e-06
0,37.668,8.40727,-4.5807e-05,0.0001656374683542735,-0.00016558787058873307,0.00028541833894300654,15.0,1.90278892628671e-05,0.0003157533400374886,-4.425473648079375e-06
0,38.168,8.50722,-4.3443e-05,0.0001685512130168423,-0.0001577413662615587,0.000282849579278401,15.5,1.8248359953445226e-05,0.0003135775683755609,-4.277788003657555e-06
0,38.668,8.60715,-4.1108e-05,0.0001714680839527121,-0.00014989137501647543,0.00028025145896918755,16.0,1.7515716185574222e-05,0.00031147537733429485,-4.131150556452913e-06
0,39.168,8.70705,-3.888e-05,0.00017438807796616145,-0.0001420379034544894,0.00027754598142065083,16.5,1.6820968570948534e-05,0.0003094462437285519,-3.985557652585245e-06
0,39.668,8.80685,-3.5677e-05,0.00017731119186328772,-0.0001341809581707678,0.0002758151500340555,17.0,1.622442059023856e-05,0.00030748964620013353,-3.841005638174355e-06
0,40.168,8.90673,-3.2793e-05,0.0001802374224520167,-0.00012632054575464902,0.0002737649682066657,17.5,1.5643712468952324e-05,0.0003056050652177814,-3.6974908593400403e-06
0,40.668,9.00657,-3.016e-05,0.00018316676654209305,-0.00011845667278964113,0.0002714634393317342,18.0,1.5081302185096343e-05,0.00030379198307717737,-3.5550096622021e-06
0,41.168,9.10647,-2.6367e-05,0.00018609922094508895,-0.00011058934585342177,0.0002703215667985107,18.5,1.4611976583703282e-05,0.0003020498839009433,-3.413558392880331e-06
0,41.668,9.20612,-2.2601e-05,0.00018903478247439542,-0.0001027185715178347,0.0002691523539922301,19.0,1.416591336801211e-05,0.00030037825363864114,-3.2731333974945317e-06
0,42.168,9.30592,-1.8969e-05,0.0001919734479452354,-9.484435634889155e-05,0.00026784880429412696,19.5,1.3735836117647537e-05,0.0002987765800667729,-3.133731022164501e-06
0,42.668,9.40545,-1.5325e-05,0.00019491521417464453,-8.696670690677526e-05,0.0002665569210814198,20.0,1.3327846054070989e-05,0.0002972443527887807,-2.9953476130100362e-06
0,43.168,9.50479,-1.1595e-05,0.00019786007798148954,-7.908562974583665e-05,0.0002653507077273262,20.5,1.2943936962308595e-05,0.0002957810632350469,-2.857979516150934e-06
0,43.668,9.60399,-7.3888e-06,0.00020080803618645858,-7.120113141459092e-05,0.0002646203676010495,21.0,1.2600969885764263e-05,0.00029438620466289383,-2.721623077707e-06
0,44.168,9.70337,-3.4635e-06,0.00020375908561206385,-6.331321845573154e-05,0.0002636088040677954,21.5,1.2260874607804436e-05,0.0002930592721565841,-2.5862746437980284e-06
0,44.668,9.80245,8.3045e-07,0.00020671322308263816,-5.542189740611117e-05,0.0002629655704887493,22.0,1.1952980476761333e-05,0.00029179976262732016,-2.451930560543819e-06
0,45.168,9.90161,4.9367e-06,0.00020967044542434185,-4.752717479675379e-05,0.00026213432022109565,22.5,1.1650414232048695e-05,0.0002906071748132445,-2.3185871740641606e-06
0,45.668,10.00029,9.0833e-06,0.0002126307494651567,-3.962905715285299e-05,0.0002613431066180097,23.0,1.1362743766000422e-05,0.00028948100927944013,-2.186240830478868e-06
0,46.168,10.09893,1.3428e-05,0.00021559413203488947,-3.17275509937702e-05,0.0002607496830286597,23.5,1.1095731192708923e-05,0.00028842076841792993,-2.054887875907732e-06
0,46.668,10.19726,1.801e-05,0.00021856058996516832,-2.3822662833039923e-05,0.00026039325279820824,24.0,1.084971886659201e-05,0.0002874259564476767,-1.92452465647055e-06
0,47.168,10.2951,2.2685e-05,0.00022153012008944463,-1.591439917835412e-05,0.00026012951926779874,24.5,1.0617531398685663e-05,0.00028649607941458376,-1.795147518287122e-06
0,47.668,10.39249,2.7116e-05,0.0002245027192429973,-8.002766531584743e-06,0.00025962148577458205,25.0,1.0384859430983281e-05,0.00028563064519149413,-1.666752807477245e-06
