,Temp./°C,Time/min,dL/Lo,Certificate,Standard,Corrected,delT,EngAlpha,Fitted,Alpha
0,22.389,0.0,2.1575e-05,7.81234716878956e-05,-0.0004036452480222115,0.0005033437197101071,0.0,inf,0.00017473560464279815,1.2298275676918838e-06
0,22.889,4.41327,1.9036e-05,8.094013325155372e-05,-0.00039590851028343567,0.0004958846435349894,0.5,0.0009917692870699789,0.00017535294357305144,1.2395258030287824e-06
0,23.389,4.7724,1.0199e-05,8.3760019622698e-05,-0.0003881680811015833,0.0004821271007242813,1.0,0.0004821271007242813,0.00017597512809658768,1.2492099429307102e-06
0,23.889,5.03312,1.9834e-06,8.658312754987983e-05,-0.0003804239672558496,0.00046899049480572945,1.5,0.0003126603298704863,0.0001766021511688527,1.2588800000535234e-06
0,24.389,5.2468,-5.3123e-06,8.94094537834747e-05,-0.0003726761755196012,0.0004567733293030759,2.0,0.00022838666465153795,0.0001772340057516206,1.2685359870530768e-06
0,24.889,5.43254,-1.2845e-05,9.223899507568387e-05,-0.00036492471266037427,0.00044431870773605815,2.5,0.00017772748309442327,0.00017787068481299418,1.2781779165852276e-06
0,25.389,5.59884,-1.9369e-05,9.507174818053094e-05,-0.00035716958543987286,0.0004328723336204038,3.0,0.00014429077787346794,0.00017851218132740364,1.287805801305833e-06
0,25.889,5.75117,-2.6001e-05,9.79077098538627e-05,-0.00034941080061396887,0.00042131751046783157,3.5,0.0001203764315622376,0.00017915848827560745,1.2974196538707495e-06
0,26.389,5.89345,-3.0835e-05,0.00010074687685335086,-0.00034164836493270553,0.0004115602417860564,4.0,0.0001028900604465141,0.0001798095986446915,1.3070194869358318e-06
0,26.889,6.0282,-3.5852e-05,0.00010358924593848774,-0.0003338822851402905,0.0004016195310787782,4.5,8.924878468417294e-05,0.00018046550542806907,1.316605313156937e-06
0,27.389,6.15686,-4.0272e-05,0.00010643481387059145,-0.00032611256797510264,0.0003922753818456941,5.0,7.845507636913882e-05,0.00018112620162548344,1.326177145189923e-06
0,27.889,6.28061,-4.468e-05,0.00010928357741280328,-0.00031833922016968885,0.0003829427975824921,5.5,6.962596319681675e-05,0.000181791680243004,1.335734995690645e-06
0,28.389,6.40047,-4.8534e-05,0.00011213553333008861,-0.00031056224845076377,0.00037416378178085235,6.0,6.236063029680873e-05,0.000182461934293028,1.3452788773149616e-06
0,28.889,6.51734,-5.1251e-05,0.00011499067838923599,-0.0003027816595392134,0.0003665213379284494,6.5,5.638789814283837e-05,0.00018313695679428223,1.3548088027187258e-06
0,29.389,6.63163,-5.5006e-05,0.0001178490093588563,-0.00029499746015008814,0.0003578404695089444,7.0,5.112006707270635e-05,0.00018381674077181916,1.3643247845577965e-06
0,29.889,6.74353,-5.7609e-05,0.0001207105230093845,-0.0002872096569926097,0.00035031118000199417,7.5,4.670815733359922e-05,0.0001845012792570217,1.3738268354880285e-06
0,30.389,6.85351,-6.0177e-05,0.00012357521611308132,-0.0002794182567701694,0.0003428164728832507,8.0,4.285205911040634e-05,0.00018519056528759842,1.3833149681652799e-06
0,30.889,6.96203,-6.2064e-05,0.0001264430854440281,-0.00027162326618032466,0.00033600235162435275,8.5,3.9529688426394443e-05,0.0001858845919075875,1.392789195245407e-06
0,31.389,7.06942,-6.3549e-05,0.00012931412777813026,-0.00026382469191479907,0.00032958981969292934,9.0,3.662109107699215e-05,0.00018658335216735402,1.4022495293842644e-06
0,31.889,7.17572,-6.566e-05,0.00013218833989311722,-0.00025602254065949445,0.0003225508805526117,9.5,3.3952724268695964e-05,0.00018728683912359097,1.4116959832377104e-06
