Temp./�C,Time/min,dL/Lo,Certificate,Standard,Corrected,delT,EngAlpha,Fitted,Alpha,SplFit,Poly5,TightSpl
36.402,8.27667,-2.49e-05,0.000158274,-0.00018544,0.000318768,13.668,2.33e-05,0.00015737611321991595,1.73e-06,0.00011417502551059916,0.00028175152922127727,0.00031871531385509807
36.509,8.29833,-2.45e-05,0.000158895,-0.000183763,0.000318176,13.775,2.31e-05,0.00015779535510720717,1.73e-06,0.00011469114909968752,0.0002817364166547956,0.000318125421461894
36.61,8.32,-2.39e-05,0.00015948200000000002,-0.00018218,0.000317766,13.876,2.29e-05,0.00015819125645915233,1.73e-06,0.00011517840955868441,0.0002817229542052351,0.00031757717661112995
36.717,8.34167,-2.35e-05,0.000160104,-0.000180502,0.000317134,13.983,2.27e-05,0.00015861085500624506,1.74e-06,0.00011569469921505926,0.00028170954171779497,0.00031700532802107615
36.823,8.36333,-2.31e-05,0.00016072,-0.00017884099999999998,0.000316468,14.089,2.25e-05,0.0001590267128997406,1.74e-06,0.00011620624796291521,0.0002816971159230394,0.0003164478042278293
36.927,8.385,-2.28e-05,0.000161325,-0.00017721,0.000315742,14.193,2.22e-05,0.0001594348992821639,1.74e-06,0.00011670822631867242,0.0002816857571181033,0.0003159093747607357
37.029,8.40667,-2.2e-05,0.000161918,-0.000175611,0.000315509,14.295,2.21e-05,0.0001598354041109024,1.75e-06,0.00011720062962282733,0.00028167541711682014,0.00031538944368992693
37.135,8.42833,-2.17e-05,0.000162535,-0.000173948,0.000314777,14.401,2.19e-05,0.00016025179143531673,1.75e-06,0.00011771242509903793,0.00028166551081022697,0.0003148575575370169
37.239,8.45,-2.09e-05,0.00016314,-0.000172317,0.000314526,14.505,2.17e-05,0.00016066049710237226,1.75e-06,0.00011821464551538128,0.00028165662204725,0.00031434395167041556
37.34,8.47167,-2.07e-05,0.000163728,-0.00017073299999999998,0.000313808,14.606,2.15e-05,0.00016105757876135138,1.76e-06,0.00011870245602563083,0.0002816487765553979,0.0003138528735414783
37.44300000000001,8.49333,-2.02e-05,0.000164327,-0.000169118,0.000313278,14.709,2.13e-05,0.00016146269140735912,1.76e-06,0.0001192000045122691,0.00028164157363547854,0.00031335979305685145
37.556,8.515,-1.92e-05,0.000164985,-0.000167345,0.000313144,14.822,2.11e-05,0.0001619073304525969,1.76e-06,0.00011974594969987854,0.000281634597572794,0.0003128276856610939
37.658,8.536669999999999,-1.9e-05,0.000165579,-0.000165745,0.000312295,14.924,2.09e-05,0.00016230886126706668,1.77e-06,0.00012023883155812421,0.0002816291320875742,0.0003123552106489626
37.766,8.55833,-1.82e-05,0.000166208,-0.00016405,0.000312021,15.032,2.08e-05,0.00016273419269346783,1.77e-06,0.00012076079103652855,0.00028162420434970714,0.00031186292686965524
37.871,8.58,-1.77e-05,0.00016682,-0.00016240299999999998,0.000311485,15.137,2.0600000000000006e-05,0.00016314788794023977,1.77e-06,0.00012126833503131403,0.0002816202601503776,0.0003113920767986866
37.981,8.60167,-1.74e-05,0.000167461,-0.000160676,0.000310781,15.247,2.04e-05,0.0001635814717448965,1.78e-06,0.00012180013596514792,0.000281617022723858,0.0003109068868316741
38.086,8.623330000000001,-1.66e-05,0.000168073,-0.000159028,0.00031049,15.352,2.02e-05,0.00016399552734253694,1.78e-06,0.00012230784829416754,0.00028161478571007807,0.0003104513484202542
38.19,8.645,-1.6100000000000002e-05,0.000168679,-0.000157396,0.000310008,15.456,2.01e-05,0.00016440581295293138,1.78e-06,0.00012281080630034355,0.00028161339090260196,0.00031000735153840505
38.29,8.66667,-1.55e-05,0.00016926299999999998,-0.000155826,0.000309626,15.556,1.99e-05,0.00016480048104066227,1.79e-06,0.00012329449581597059,0.00028161281960095794,0.00030958708993754987
38.396,8.68833,-1.4800000000000002e-05,0.00016988099999999998,-0.000154162,0.00030928,15.662,1.97e-05,0.0001652190033072324,1.79e-06,0.0001238072880997341,0.0002816130374442894,0.0003091486304453412
38.503,8.71,-1.39e-05,0.000170505,-0.000152482,0.000309136,15.769,1.96e-05,0.00016564165554999993,1.79e-06,0.00012432500299929878,0.0002816141161164393,0.00030871324400582874
38.607,8.73167,-1.34e-05,0.000171112,-0.000150849,0.000308513,15.873,1.94e-05,0.00016605263257862476,1.8000000000000001e-06,0.0001248282843191692,0.0002816159907587249,0.0003082968937939833
38.714,8.75333,-1.28e-05,0.000171737,-0.000149169,0.000308088,15.98,1.93e-05,0.00016647564455132087,1.8000000000000001e-06,0.00012534616751571086,0.0002816187688580844,0.0003078754435973606
38.828,8.775,-1.22e-05,0.00017240200000000002,-0.000147379,0.000307631,16.094,1.91e-05,0.00016692653082502062,1.8000000000000001e-06,0.00012589802481641825,0.0002816226757799984,0.0003074340006877971
38.928,8.796669999999997,-1.14e-05,0.00017298599999999995,-0.00014580799999999998,0.00030739,16.194000000000006,1.9e-05,0.0001673222154564319,1.81e-06,0.0001263821899189684,0.00028162690672431856,0.0003070530965616869
39.03,8.81833,-1.13e-05,0.000173582,-0.000144206,0.000306503,16.296,1.88e-05,0.00016772597775026755,1.81e-06,0.0001268761151041946,0.00028163199560563316,0.0003066705603232014
39.137,8.84,-1.02e-05,0.000174207,-0.000142525,0.00030653900000000004,16.403,1.87e-05,0.00016814971022872634,1.81e-06,0.00012739433563959635,0.00028163817264027996,0.0003062756576551566
39.239,8.86167,-9.83e-06,0.000174803,-0.000140922,0.000305896,16.505,1.85e-05,0.00016855381167488366,1.82e-06,0.0001278884196953759,0.00028164485992224035,0.0003059051882214232
39.341,8.88333,-8.97e-06,0.00017539900000000002,-0.00013932,0.000305753,16.607,1.84e-05,0.00016895807856611225,1.82e-06,0.00012838258128012323,0.0002816523263875926,0.0003055404510032826
39.449,8.905,-8.599999999999999e-06,0.00017603,-0.000137623,0.000305055,16.715,1.83e-05,0.0001693863061380048,1.82e-06,0.0001289058956929446,0.00028166108068602676,0.0003051603922329656
39.554,8.92667,-7.98e-06,0.00017664400000000005,-0.00013597299999999998,0.000304635,16.82,1.8100000000000006e-05,0.0001698028162171834,1.83e-06,0.0001294147569159397,0.00028167042800172123,0.0003047968252059752
39.658,8.94833,-7.12e-06,0.000177253,-0.000134338,0.000304474,16.924,1.8e-05,0.00017021553220047253,1.83e-06,0.0001299188528156321,0.00028168049833434154,0.0003044423770367713
39.76300000000001,8.97,-6.17e-06,0.000177867,-0.000132688,0.000304387,17.029,1.7899999999999998e-05,0.0001706323908810493,1.83e-06,0.00013042787753971984,0.00028169148470848704,0.00030409012007228444
39.867,8.99167,-6.02e-06,0.000178475,-0.00013105299999999998,0.000303508,17.133,1.77e-05,0.00017104545204159024,1.84e-06,0.00013093213537500705,0.0002817031772326074,0.00030374665403847434
39.975,9.01333,-5.13e-06,0.00017910799999999998,-0.000129355,0.000303336,17.241,1.76e-05,0.0001714745818863113,1.84e-06,0.00013145587302464397,0.00028171617285199096,0.0003033955867101604
40.076,9.035,-4.44e-06,0.00017969900000000002,-0.000127767,0.000303029,17.342,1.75e-05,0.00017187606524291486,1.84e-06,0.00013194574333753062,0.00028172911233160765,0.0003030723381543086
40.188,9.05667,-3.71e-06,0.000180355,-0.000126006,0.000302654,17.454,1.73e-05,0.00017232146372975557,1.85e-06,0.00013248905471144914,0.0002817443488327036,0.0003027194840346242
40.285,9.07833,-2.89e-06,0.000180923,-0.00012448100000000002,0.000302512,17.551,1.7199999999999998e-05,0.0001727073713861738,1.85e-06,0.00013295967666966413,0.00028175829858700496,0.00030241854430050787
40.39,9.1,-2.15e-06,0.000181538,-0.000122829,0.00030222,17.656,1.7100000000000002e-05,0.0001731252746098237,1.85e-06,0.00013346919179593213,0.0002817741869225224,0.00030209754956768187
40.496,9.12167,-1.79e-06,0.000182159,-0.000121162,0.000301528,17.762,1.7e-05,0.00017354733510687283,1.86e-06,0.0001339836427338644,0.0002817910569809642,0.0003017784108980576
40.598,9.14333,-9.29e-07,0.000182756,-0.000119558,0.000301385,17.864,1.6899999999999994e-05,0.00017395363687140297,1.86e-06,0.00013447875942906477,0.0002818080775314354,0.00030147586843104604
40.713,9.165,-7.43e-08,0.000183431,-0.000117749,0.000301105,17.979,1.67e-05,0.00017441191983270325,1.86e-06,0.0001350370721503459,0.0002818281924396042,0.000301139992059767
40.802,9.18667,8.37e-07,0.000183952,-0.000116349,0.000301138,18.068,1.67e-05,0.00017476673474353362,1.87e-06,0.00013546922524664082,0.00028184443215503166,0.00030088376494335643
40.913,9.20833,1.46e-06,0.000184603,-0.000114602,0.000300663,18.179,1.65e-05,0.00017520943242535893,1.87e-06,0.00013600828535523184,0.00028186550786197737,0.0003005686265751153
41.019,9.23,2.38e-06,0.000185225,-0.000112934,0.000300536,18.285,1.64e-05,0.0001756323707787777,1.87e-06,0.00013652314910992934,0.000281886484931181,0.00030027215557199265
41.118,9.25167,2.98e-06,0.000185806,-0.000111376,0.000300157,18.384,1.63e-05,0.00017602753978091142,1.88e-06,0.00013700408797929595,0.00028190682673561503,0.0002999991048768891
41.227,9.27333,3.59e-06,0.000186445,-0.000109661,0.000299701,18.493,1.62e-05,0.00017646280413243735,1.88e-06,0.00013753369092813102,0.0002819300604722896,0.0002997026502954632
41.334,9.295,4.21e-06,0.000187073,-0.000107977,0.000299262,18.6,1.6100000000000002e-05,0.00017689026469469874,1.88e-06,0.00013805366242078688,0.0002819537206874686,0.0002994157756667546
41.441,9.31667,5.02e-06,0.000187702,-0.000106292,0.000299016,18.707,1.6e-05,0.0001773179062214466,1.89e-06,0.00013857371914146867,0.00028197822511509757,0.00029913288361267144
41.547,9.33833,5.72e-06,0.000188324,-0.000104624,0.000298671,18.813,1.59e-05,0.00017774172947889995,1.89e-06,0.0001390889995515053,0.0002820033322829523,0.0002988564455849333
41.653,9.36,6.900000000000003e-06,0.000188947,-0.000102955,0.0002988,18.919,1.58e-05,0.00017816573022480086,1.89e-06,0.00013960436359517267,0.0002820292666439162,0.000298583684012921
41.75,9.38167,7.37e-06,0.000189517,-0.000101427,0.000298311,19.016,1.57e-05,0.0001785538863846004,1.9e-06,0.00014007604359428616,0.00028205372329937004,0.00029833720460674574
41.865,9.40333,8.58e-06,0.000190192,-9.96e-05,0.00029839,19.131,1.56e-05,0.00017901426396439019,1.9e-06,0.0001406353425658975,0.0002820836143329537,0.00029804872836251275
41.967,9.425,8.69e-06,0.000190792,-9.8e-05,0.000297491,19.233,1.55e-05,0.0001794227735216051,1.9e-06,0.00014113149879931954,0.0002821109392287637,0.00029779614708919436
42.073,9.44667,9.53e-06,0.000191415,-9.63e-05,0.000297286,19.339,1.5399999999999998e-05,0.000179847476989012,1.91e-06,0.00014164719417850857,0.0002821401447295458,0.00029753681744762927
42.18,9.46833,1.04e-05,0.000192044,-9.47e-05,0.000297143,19.446,1.53e-05,0.00018027636682708308,1.91e-06,0.00014216783940725728,0.00028217046140349396,0.0002972781884579674
42.28100000000001,9.49,1.12e-05,0.000192638,-9.31e-05,0.000296926,19.547,1.52e-05,0.0001806813723906368,1.91e-06,0.00014265936773718907,0.00028219984775010396,0.00029703685638789135
42.39100000000001,9.51167,1.21e-05,0.000193285,-9.13e-05,0.00029671,19.657,1.51e-05,0.00018112265048583678,1.92e-06,0.0001431947819700839,0.0002822327023575058,0.0002967769874757976
42.496,9.53333,1.32e-05,0.000193903,-8.97e-05,0.000296766,19.762,1.5e-05,0.00018154404835387435,1.92e-06,0.000143705943174427,0.00028226488935315704,0.00029653170231370334
42.594,9.555,1.36e-05,0.00019448,-8.809999999999999e-05,0.000296197,19.86,1.49e-05,0.0001819375097279123,1.92e-06,0.00014418310096968884,0.0002822956576923829,0.00029630511126228364
42.706,9.57667,1.46e-05,0.000195139,-8.640000000000001e-05,0.000296067,19.972,1.4800000000000002e-05,0.00018238736507116037,1.93e-06,0.00014472851165279164,0.00028233168051125914,0.0002960487989384114
42.813,9.59833,1.53e-05,0.000195769,-8.47e-05,0.000295731,20.079,1.47e-05,0.00018281732204659864,1.93e-06,0.00014524966080503563,0.00028236695031815624,0.0002958064481809207
42.917,9.62,1.59e-05,0.000196381,-8.3e-05,0.000295301,20.183,1.46e-05,0.00018323539683863781,1.94e-06,0.00014575627991639828,0.0002824020314185476,0.00029557313676038387
43.023,9.64167,1.67e-05,0.000197006,-8.14e-05,0.000295096,20.289,1.4499999999999993e-05,0.00018366168664873646,1.94e-06,0.00014627272449156881,0.00028243859820354907,0.0002953375013390988
43.127,9.66333,1.75e-05,0.000197618,-7.97e-05,0.000294845,20.393,1.4499999999999993e-05,0.0001840801050169115,1.94e-06,0.0001467795060518135,0.0002824752701716827,0.0002951083230103695
43.22,9.685,1.84e-05,0.000198167,-7.829999999999999e-05,0.000294868,20.486,1.44e-05,0.0001844544116406618,1.94e-06,0.00014723275384814427,0.00028250872987732123,0.0002949049820918157
43.331,9.70667,1.93e-05,0.000198821,-7.65e-05,0.000294624,20.597,1.4300000000000005e-05,0.00018490134268788014,1.95e-06,0.00014777381122833353,0.0002825494887928955,0.0002946641464869927
43.445,9.72833,2.01e-05,0.000199493,-7.47e-05,0.000294271,20.711,1.42e-05,0.00018536055449781298,1.95e-06,0.0001483295871579938,0.00028259228097085023,0.00029441877876520376
43.549,9.75,2.07e-05,0.000200106,-7.31e-05,0.00029384,20.815,1.41e-05,0.00018577966265900716,1.96e-06,0.00014883669511218516,0.0002826321422747923,0.0002941965614284328
43.651,9.77167,2.17e-05,0.000200708,-7.15e-05,0.000293865,20.917,1.4e-05,0.00018619087604652973,1.96e-06,0.00014933412911306577,0.00028267199898614594,0.00029398001663864175
43.75100000000001,9.79333,2.22e-05,0.000201298,-6.99e-05,0.000293433,21.017,1.4e-05,0.00018659418500194909,1.96e-06,0.00014982188460601213,0.00028271180615854546,0.00029376896301536225
43.859,9.815,2.32e-05,0.000201935,-6.82e-05,0.000293273,21.125,1.39e-05,0.00018702993496952933,1.96e-06,0.00015034874405119662,0.00028275561127773284,0.0002935422973289449
43.965,9.83667,2.39e-05,0.000202561,-6.65e-05,0.000293005,21.231,1.3800000000000007e-05,0.0001874577934615606,1.97e-06,0.00015086593116630845,0.0002827994258853858,0.00029332099874986836
44.067,9.85833,2.5e-05,0.000203163,-6.49e-05,0.00029303,21.333,1.3699999999999998e-05,0.00018786967275036303,1.97e-06,0.00015136368065152893,0.00028284235408839115,0.0002931090555154127
44.168,9.88,2.56e-05,0.00020375900000000005,-6.330000000000001e-05,0.000292645,21.434,1.3699999999999998e-05,0.00018827767476701108,1.97e-06,0.0001518566264505809,0.00028288560205530586,0.00029290015149320716
44.273,9.90167,2.62e-05,0.000204379,-6.17e-05,0.000292252,21.539,1.36e-05,0.000188702004825595,1.98e-06,0.00015236917525132142,0.0002829313435503992,0.000292683999100771
44.392,9.92333,2.730000000000001e-05,0.000205082,-5.98e-05,0.000292114,21.658,1.35e-05,0.00018918312110213298,1.98e-06,0.0001529501629636042,0.00028298414528081907,0.00029244030377411457
44.496,9.945,2.8000000000000013e-05,0.000205697,-5.81e-05,0.000291839,21.762,1.34e-05,0.0001896037741451347,1.99e-06,0.0001534580031228968,0.0002830311270819448,0.00029222845015120424
44.599,9.96667,2.88e-05,0.000206305,-5.65e-05,0.000291629,21.865,1.33e-05,0.0001900205494134652,1.99e-06,0.00015396103943822838,0.00028307842483539297,0.00029201967807329036
44.7,9.98833,2.95e-05,0.000206902,-5.4899999999999986e-05,0.00029131,21.966,1.33e-05,0.0001904293932613742,1.99e-06,0.0001544543846241626,0.0002831255454973235,0.0002918159795487576
44.81,10.01,3.05e-05,0.000207553,-5.320000000000001e-05,0.00029126200000000003,22.076,1.32e-05,0.00019087485038907616,1.99e-06,0.00015499177750798835,0.0002831776994461875,0.0002915952902709758
44.92100000000001,10.03167,3.16e-05,0.00020820900000000005,-5.14e-05,0.00029122400000000003,22.187,1.31e-05,0.000191324549055686,2e-06,0.00015553414693119378,0.00028323120871743233,0.0002913738342792441
45.02,10.05333,3.2200000000000003e-05,0.000208795,-4.99e-05,0.000290819,22.286,1.3e-05,0.00019172579425928227,2e-06,0.0001560179590672275,0.0002832796794161739,0.000291177380856697
45.125,10.075,3.2899999999999987e-05,0.000209416,-4.820000000000001e-05,0.000290515,22.391,1.3e-05,0.000192151524839593,2e-06,0.00015653117273259473,0.0002833318559520661,0.00029097012572587295
45.236,10.09667,3.39e-05,0.000210073,-4.650000000000001e-05,0.0002904,22.502,1.29e-05,0.0001926017702958108,2.01e-06,0.00015707380196649967,0.0002833878732140089,0.00029075227613938303
45.33600000000001,10.11833,3.45e-05,0.000210665,-4.49e-05,0.00029001900000000003,22.602,1.28e-05,0.0001930075617157848,2.01e-06,0.0001575627355168273,0.0002834390947611398,0.00029055712504598056
45.455,10.14,3.5600000000000005e-05,0.000211369,-4.3e-05,0.000289934,22.721,1.28e-05,0.00019349065709042,2.02e-06,0.0001581446632507781,0.00028350098081768044,0.0002903262800143389
45.558,10.16167,3.66e-05,0.000211979,-4.14e-05,0.000289917,22.824,1.27e-05,0.00019390897703546036,2.02e-06,0.0001586484335363863,0.00028355536350290486,0.0002901276999918622
45.655,10.18333,3.73e-05,0.00021255400000000005,-3.98e-05,0.00028964700000000003,22.921,1.26e-05,0.00019430308028450805,2.02e-06,0.00015912293003787707,0.0002836072712453161,0.0002899417388726303
45.768,10.205,3.81e-05,0.000213223,-3.8e-05,0.000289398,23.034,1.26e-05,0.00019476237545949706,2.03e-06,0.0001596757821397418,0.00028366858807431835,0.0002897264016245848
45.87300000000001,10.22667,3.88e-05,0.000213845,-3.64e-05,0.000289068,23.139,1.25e-05,0.00019518933275602902,2.03e-06,0.00016018957928172288,0.00028372638024540134,0.0002895275731911677
45.975,10.24833,3.950000000000001e-05,0.00021445,-3.48e-05,0.000288746,23.241,1.24e-05,0.00019560425595893053,2.03e-06,0.00016068877491720913,0.0002837832736227934,0.00028933560225212983
46.089,10.27,4.08e-05,0.000215126,-3.3e-05,0.000288905,23.355,1.24e-05,0.0001960681856604295,2.04e-06,0.0001612467908932135,0.00028384773712306945,0.0002891224316955901
46.19600000000001,10.29167,4.17e-05,0.00021576,-3.13e-05,0.000288698,23.462,1.23e-05,0.00019650381277885095,2.04e-06,0.00016177063053976007,0.00028390908365088586,0.0002889236932678297
46.297,10.31333,4.24e-05,0.000216359,-2.97e-05,0.000288417,23.563,1.22e-05,0.00019691517591477296,2.04e-06,0.00016226517400628462,0.0002839677370035415,0.0002887373029576386
46.408,10.335,4.320000000000001e-05,0.000217018,-2.79e-05,0.000288161,23.674,1.22e-05,0.0001973674513922859,2.05e-06,0.0001628087695456146,0.00028403303349065724,0.00028853381896660807
46.518,10.35667,4.41e-05,0.00021767,-2.62e-05,0.000287972,23.784,1.21e-05,0.00019781584163591206,2.05e-06,0.00016334755808486537,0.0002840986045282998,0.0002883335867399766
46.618,10.37833,4.52e-05,0.000218264,-2.46e-05,0.000288027,23.884,1.21e-05,0.00019822363262185158,2.05e-06,0.00016383744381151183,0.0002841589592893585,0.0002881527938735363
46.736,10.4,4.63e-05,0.000218964,-2.27e-05,0.00028797,24.002,1.2e-05,0.00019870502619126137,2.06e-06,0.0001644156044655975,0.0002842310894088755,0.0002879409866348452
46.838,10.42167,4.7e-05,0.00021957,-2.11e-05,0.00028775,24.104,1.19e-05,0.00019912132064936732,2.06e-06,0.00016491545375559195,0.0002842942336688625,0.0002877592439762363
46.94300000000001,10.44333,4.78e-05,0.000220193,-1.95e-05,0.000287446,24.209,1.19e-05,0.00019955002811672612,2.06e-06,0.00016543008517476367,0.00028436000401771194,0.0002875734701778836
47.059,10.465,4.83e-05,0.000220883,-1.76e-05,0.000286843,24.325,1.18e-05,0.00020002384712912956,2.07e-06,0.00016599872551641926,0.0002844335707631366,0.00028736979799255603
47.166,10.48667,4.9700000000000015e-05,0.000221518,-1.59e-05,0.000287136,24.432,1.18e-05,0.00020046108979524012,2.07e-06,0.00016652333577246698,0.00028450227247403667,0.0002871833961036158
47.272,10.50833,5.06e-05,0.000222148,-1.4300000000000005e-05,0.000286983,24.538,1.17e-05,0.00020089442152613915,2.07e-06,0.00016704312692403237,0.00028457112886805464,0.0002870001376181435
47.37600000000001,10.53,5.14e-05,0.000222766,-1.26e-05,0.00028681,24.642,1.16e-05,0.00020131974684467176,2.08e-06,0.0001675531917472631,0.0002846394561803753,0.0002868217036679773
47.487,10.55167,5.25e-05,0.000223426,-1.09e-05,0.000286823,24.753,1.16e-05,0.0002017738851599134,2.08e-06,0.00016809767641897834,0.000284713223263398,0.00028663276580741617
47.598,10.57333,5.31e-05,0.000224086,-9.11e-06,0.000286259,24.864,1.15e-05,0.00020222821477979339,2.08e-06,0.0001686422525315046,0.0002847878578244047,0.0002864453961639676
47.709,10.595,5.41e-05,0.000224747,-7.35e-06,0.000286182,24.975,1.15e-05,0.00020268273564259202,2.09e-06,0.00016918692007981742,0.0002848633591339875,0.00028625960813460146
47.813,10.61667,5.53e-05,0.000225365,-5.71e-06,0.000286355,25.079,1.14e-05,0.0002031087665053965,2.09e-06,0.0001696973221879925,0.0002849348849344657,0.00028608698351517746
47.923,10.63833,5.600000000000001e-05,0.00022602,-3.97e-06,0.000285973,25.189,1.14e-05,0.00020355955864706076,2.09e-06,0.00017023725790899825,0.0002850113638495338,0.0002859059356859936
