Temp./°C,Time/min,dL/Lo,Certificate,Standard,Corrected,delT,EngAlpha,Fitted,Alpha,SplFit,Poly5,TightSpl
639.90302,171.21,0.009445299999999998,0.0051717329999999995,0.010403725,0.004213308,617.16902,6.83e-06,0.0042528678833809565,8.400000000000001e-06,0.004249317963637652,0.004216148768992744,0.004212879361968095
639.96002,171.23167,0.009446,0.005172291,0.010404746,0.004213545,617.2260200000002,6.83e-06,0.004253353425458965,8.400000000000001e-06,0.0042498114586328375,0.004216636023135217,0.0042133454527967
640.02698,171.25333,0.009447,0.0051729459999999994,0.010405945,0.004214000999999999,617.29298,6.83e-06,0.004253923829252712,8.400000000000001e-06,0.004250391207152518,0.004217208463375777,0.004213892769803873
640.0869799999998,171.275,0.0094479,0.005173533,0.01040702,0.004214413,617.35298,6.83e-06,0.004254434961777184,8.400000000000001e-06,0.004250910715049438,0.004217721443822877,0.004214383009852779
640.15198,171.29667,0.009448999999999999,0.005174169,0.010408184000000001,0.004214985,617.41798,6.83e-06,0.004254988707894796,8.400000000000001e-06,0.0042514735365767956,0.004218277216550945,0.004214913916547214
640.2130099999998,171.31833,0.0094513,0.005174767,0.010409277,0.004216789,617.47901,6.83e-06,0.004255508651096558,8.400000000000001e-06,0.004252002002865381,0.004218799085963679,0.004215412232439273
640.27502,171.34,0.0094524,0.005175373,0.010410388000000001,0.004217385,617.54102,6.83e-06,0.004256036961426928,8.400000000000001e-06,0.004252538975099874,0.004219329376629556,0.004215918398907732
640.33502,171.36167,0.009453,0.005175961,0.010411463000000001,0.004217498,617.6010200000002,6.83e-06,0.004256548164358844,8.400000000000001e-06,0.0042530585610421594,0.004219842517962893,0.004216408024650865
640.396,171.38333,0.0094541,0.005176557,0.010412555,0.0042181020000000005,617.6619999999998,6.83e-06,0.0042570677343944565,8.400000000000001e-06,0.004253586652896691,0.004220364080492206,0.004216905524191791
640.45398,171.405,0.0094556,0.005177125,0.010413594,0.004219131,617.71998,6.83e-06,0.004257561759746429,8.400000000000001e-06,0.004254088782585047,0.004220860021288473,0.004217378443545864
640.51703,171.42667,0.009456399999999998,0.005177742,0.010414723,0.004219419,617.7830299999998,6.83e-06,0.004258099002684514,8.400000000000001e-06,0.004254634840479856,0.004221399370372482,0.004217892612421814
640.5720200000002,171.44833,0.0094571,0.00517828,0.010415708000000001,0.004219672,617.83802,6.83e-06,0.004258567582507597,8.400000000000001e-06,0.004255111110051463,0.004221869806845046,0.004218340973322467
640.633,171.47,0.0094576,0.005178877,0.010416799999999999,0.0042196759999999995,617.899,6.83e-06,0.004259087220953869,8.400000000000001e-06,0.004255639277679557,0.004222391525695249,0.004218838098113143
640.69598,171.49167,0.0094586,0.005179493,0.010417928,0.004220165,617.9619799999998,6.83e-06,0.004259623920796651,8.400000000000001e-06,0.004256184788422623,0.0042229303979246305,0.004219351455792719
640.75702,171.51333,0.0094595,0.00518009,0.010419022,0.004220569,618.02302,6.83e-06,0.004260144106367529,8.400000000000001e-06,0.004256713515406274,0.0042234527119974505,0.004219848942659819
640.82098,171.535,0.009460600000000001,0.005180716,0.010420167,0.004221149,618.0869799999998,6.83e-06,0.004260689195239117,8.400000000000001e-06,0.00425726755631331,0.0042240000555205616,0.004220370179863823
640.88,171.55667,0.0094617,0.005181294,0.010421225,0.004221769,618.146,6.83e-06,0.0042611922009401035,8.400000000000001e-06,0.004257778824466175,0.0042245051638212985,0.00422085112644181
640.94299,171.57833,0.0094625,0.005181911,0.010422353,0.004222058,618.2089900000002,6.83e-06,0.004261729059690502,8.400000000000001e-06,0.004258324503383785,0.0042250442899937546,0.004221364401738288
641.0029900000002,171.6,0.0094636,0.005182498,0.010423428,0.00422267,618.26899,6.83e-06,0.00426224045238938,8.400000000000001e-06,0.004258844299434256,0.004225557864946224,0.004221853302871746
641.065,171.62167,0.0094644,0.005183105,0.010424538,0.004222967,618.331,6.83e-06,0.004262768994667564,8.400000000000001e-06,0.004259381528479138,0.004226088685614527,0.004222358583666503
641.12097,171.64333,0.009465000000000001,0.005183653,0.010425541,0.004223112,618.38697,6.83e-06,0.00426324607064694,8.400000000000001e-06,0.004259866446760796,0.0042265678381636085,0.004222814659477171
641.18402,171.665,0.009466,0.00518427,0.01042667,0.0042236,618.45002,6.83e-06,0.004263783512772168,8.400000000000001e-06,0.0042604127250925545,0.004227107642384956,0.004223328451410833
641.24298,171.68667,0.0094668,0.005184847,0.010427726,0.004223920999999999,618.50898,6.83e-06,0.004264286108530723,8.400000000000001e-06,0.004260923585661635,0.004227612468917172,0.004223808948107604
641.30701,171.70833000000005,0.0094678,0.005185474,0.010428873,0.004224401,618.57301,6.83e-06,0.004264831941415648,8.41e-06,0.00426147839602106,0.0042281607483829154,0.004224330812555011
641.36298,171.73,0.0094688,0.005186021,0.010429876,0.004224945999999999,618.62898,6.83e-06,0.0042653090815991945,8.41e-06,0.004261963385284737,0.004228640047630745,0.004224787037938923
641.42603,171.75167,0.009469799999999999,0.005186639,0.010431005,0.004225434,618.6920299999998,6.83e-06,0.004265846596058177,8.41e-06,0.004262509743574146,0.004229180017124716,0.004225301044357857
641.48199,171.77333000000004,0.0094708,0.005187186,0.010432007,0.004225979,618.7479900000002,6.83e-06,0.00426632368257154,8.41e-06,0.004262994681082864,0.004229659302890221,0.004225757322664188
641.54602,171.795,0.0094722,0.0051878129999999995,0.010433154,0.004226859,618.8120200000002,6.83e-06,0.004266869588020229,8.41e-06,0.0042635495716293595,0.004230207748151457,0.004226279496020143
641.60699,171.81667,0.0094727,0.00518841,0.010434246,0.004226864,618.8729900000002,6.83e-06,0.004267389422667136,8.41e-06,0.00426407796386639,0.004230730024453185,0.004226776820624867
641.6680299999998,171.83833,0.009473899999999999,0.005189008,0.010435339,0.004227568,618.93403,6.83e-06,0.004267909871802425,8.41e-06,0.004264606982261846,0.004231252940739573,0.0042272748314555976
641.7310200000003,171.86,0.0094747,0.005189624,0.010436468,0.004227857,618.99702,6.83e-06,0.004268446965875064,8.41e-06,0.004265152921282981,0.004231792604587562,0.004227788884968407
641.7869900000002,171.88166999999999,0.0094755,0.005190172,0.01043747,0.004228202,619.05299,6.83e-06,0.004268924218616223,8.41e-06,0.00426563803488061,0.004232272161004065,0.004228245772684878
641.85101,171.90333,0.0094765,0.005190799,0.010438616999999999,0.004228682,619.1170099999998,6.83e-06,0.0042694701314364685,8.41e-06,0.004266192941055408,0.004232820732244053,0.004228768527617862
641.90997,171.925,0.0094772,0.005191376,0.010439673,0.004228903,619.17597,6.83e-06,0.004269972913712856,8.41e-06,0.0042667040076567065,0.004233325984926924,0.004229250121847555
641.974,171.94666999999995,0.0094784,0.005192003,0.01044082,0.004229583,619.24,6.83e-06,0.004270518949177564,8.41e-06,0.004267259041755514,0.004233874727236875,0.004229773311223903
642.0360099999998,171.96833,0.0094793,0.00519261,0.01044193,0.00422998,619.30201,6.83e-06,0.004271047777022035,8.41e-06,0.004267796586266093,0.004234406200360541,0.004230280188619838
642.099,171.99,0.00948,0.005193227,0.010443058,0.004230168,619.365,6.83e-06,0.004271584981099485,8.41e-06,0.004268342646696446,0.004234946115530832,0.004230795284104011
642.1560099999998,172.01167,0.009481100000000001,0.005193785,0.010444079,0.004230805,619.42201,6.83e-06,0.004272071201569802,8.41e-06,0.004268836884409391,0.004235434810575973,0.004231261669389739
642.2139900000002,172.03333,0.009481999999999999,0.005194352,0.010445118,0.004231235,619.47999,6.83e-06,0.00427256571069564,8.41e-06,0.004269339548816454,0.004235931856712922,0.004231736185932269
642.27802,172.055,0.0094832,0.005194979000000001,0.010446265,0.004231915,619.54402,6.83e-06,0.00427311183858169,8.41e-06,0.004269894684862946,0.004236480810164929,0.004232260457907319
