Temp./�C,Time/min,dL/Lo,Certificate,Standard,Corrected,delT,EngAlpha,Fitted,Alpha,SplFit,Poly5,TightSpl
33.134,7.25833,-6.9e-05,0.000139359,-0.00023658,0.000306921,10.21,3.01e-05,0.0001887452342158348,-2.05e-06,0.00011563669129676366,0.00023288365779737877,0.00030256267414110555
33.241,7.28,-6.890000000000001e-05,0.00013997600000000002,-0.00023490799999999998,0.000305971,10.317,2.97e-05,0.0001888885218853584,-2.04e-06,0.00011603872440316639,0.00023278892019783768,0.0003017958475282994
33.344,7.30167,-6.890000000000001e-05,0.00014057,-0.000233298,0.00030498,10.42,2.9299999999999997e-05,0.00018902703109904264,-2.03e-06,0.000116425912266685,0.00023269886885794234,0.0003010621169794901
33.45,7.32333,-6.879999999999999e-05,0.000141182,-0.000231641,0.00030402,10.526,2.8899999999999998e-05,0.00018917016627704574,-2.02e-06,0.00011682456589062706,0.0002326073658510978,0.0003003115406159437
33.553000000000004,7.345,-6.879999999999999e-05,0.000141777,-0.00023003099999999998,0.000303003,10.629000000000001,2.8499999999999998e-05,0.00018930982506195357,-2.01e-06,0.00011721211993100572,0.0002325195894328654,0.0002995865923971061
33.659,7.36667,-6.86e-05,0.000142388,-0.00022837400000000002,0.000302122,10.735,2.8100000000000002e-05,0.00018945414253658728,-2e-06,0.0001176111503050825,0.00023243042520943087,0.0002988450303859952
33.773,7.3883300000000025,-6.840000000000001e-05,0.00014304700000000001,-0.00022659200000000002,0.000301232,10.849,2.78e-05,0.00018961002046388904,-1.99e-06,0.00011804050935400589,0.0002323358533713963,0.00029805258326922576
33.875,7.41,-6.840000000000001e-05,0.000143636,-0.000224997,0.000300256,10.950999999999999,2.7399999999999995e-05,0.00018975007711788546,-1.98e-06,0.00011842485993407991,0.00023225239636662709,0.00029734800373374136
33.986999999999995,7.431669999999999,-6.840000000000001e-05,0.000144283,-0.000223246,0.00029916400000000004,11.062999999999999,2.7000000000000002e-05,0.00018990450289265077,-1.97e-06,0.00011884709556345126,0.00023216201777462656,0.00029657917762897787
34.09,7.45333,-6.840000000000001e-05,0.000144878,-0.000221635,0.00029816,11.165999999999999,2.6700000000000002e-05,0.0001900471086155684,-1.96e-06,0.00011923558963010549,0.00023208006514059383,0.0002958765826769094
34.198,7.475,-6.840000000000001e-05,0.00014550200000000002,-0.000219946,0.00029707700000000003,11.274000000000001,2.64e-05,0.00019019724281488866,-1.95e-06,0.00011964313613056657,0.00023199533012992235,0.00029514444828366123
34.303000000000004,7.49667,-6.809999999999999e-05,0.00014611,-0.000218304,0.000296264,11.379000000000001,2.6000000000000002e-05,0.00019034380085742567,-1.94e-06,0.00012003955175479433,0.0002319141213623342,0.0002944371211945735
34.427,7.5183300000000015,-6.790000000000001e-05,0.000146827,-0.000216364,0.000295257,11.503,2.57e-05,0.00019051763288748295,-1.93e-06,0.00012050794072461176,0.0002318197047010491,0.0002936074608993674
34.523,7.54,-6.77e-05,0.00014738200000000002,-0.00021486200000000002,0.000294545,11.599,2.54e-05,0.0001906527729214234,-1.92e-06,0.00012087074364140318,0.0002317477127532666,0.00029296934071381975
34.635999999999996,7.561669999999999,-6.75e-05,0.00014803600000000002,-0.00021309400000000002,0.000293593,11.712,2.51e-05,0.0001908124702287464,-1.91e-06,0.00012129799324059489,0.00023166420632669436,0.00029222290034362986
34.734,7.58333,-6.720000000000001e-05,0.000148603,-0.00021156099999999998,0.000292954,11.81,2.48e-05,0.00019095151672907204,-1.9e-06,0.0001216687036514604,0.00023159286425492357,0.0002915796319463416
